build_year,sub_area,full_sq,kitch_sq,life_sq,num_room,floor,max_floor,month,dow,year,rel_floor,rel_kitch_sq,state,kindergarten_closely,railroad_closely,public_transport_station_closely,metro_closely,school_closely,park_closely,water_closely
1965.0,109,38.0,7.0,22.0,2.0,3.0,9.0,11,0,2014,0.3333333333333333,0.18421052631578946,2.0,1,1,1,1,0,0,0
1966.0,75,30.0,5.0,17.0,1.0,2.0,5.0,11,0,2014,0.4,0.16666666666666666,3.0,1,1,1,1,1,0,0
,101,51.0,14.0,,1.0,5.0,17.0,11,0,2014,0.29411764705882354,0.27450980392156865,,0,0,0,0,0,0,0
2001.0,132,76.0,10.0,45.0,3.0,8.0,17.0,11,0,2014,0.47058823529411764,0.13157894736842105,,1,0,1,1,1,0,1
1986.0,13,76.0,10.0,45.0,3.0,8.0,17.0,11,0,2014,0.47058823529411764,0.13157894736842105,2.0,1,0,1,1,1,1,1
2011.0,93,64.0,8.0,39.0,3.0,1.0,17.0,11,0,2014,0.058823529411764705,0.125,3.0,0,0,0,0,0,0,0
2013.0,93,43.0,8.0,18.0,1.0,4.0,17.0,11,0,2014,0.23529411764705882,0.18604651162790697,3.0,0,0,1,0,0,0,0
,102,79.0,,79.0,2.0,8.0,22.0,11,0,2014,0.36363636363636365,,,0,0,0,0,0,0,1
2010.0,65,117.0,12.0,66.0,3.0,8.0,23.0,11,0,2014,0.34782608695652173,0.10256410256410256,1.0,0,1,1,0,1,0,0
1970.0,84,38.0,6.0,23.0,2.0,12.0,12.0,11,0,2014,1.0,0.15789473684210525,2.0,1,0,1,1,1,0,0
1985.0,13,50.0,8.0,30.0,2.0,10.0,17.0,11,0,2014,0.5882352941176471,0.16,3.0,1,0,1,1,1,0,1
2016.0,100,56.0,,56.0,2.0,6.0,22.0,11,0,2014,0.2727272727272727,,1.0,0,1,1,0,0,0,1
1986.0,79,64.0,8.0,39.0,3.0,5.0,14.0,11,0,2014,0.35714285714285715,0.125,2.0,1,0,1,0,1,0,0
1962.0,25,42.0,5.0,25.0,2.0,3.0,5.0,11,0,2014,0.6,0.11904761904761904,3.0,1,1,1,1,0,0,0
1977.0,80,38.0,8.0,20.0,1.0,1.0,12.0,11,0,2014,0.08333333333333333,0.21052631578947367,2.0,1,1,1,1,1,0,0
1970.0,123,44.0,5.0,28.0,2.0,7.0,12.0,11,0,2014,0.5833333333333334,0.11363636363636363,3.0,1,1,1,1,1,1,1
2017.0,95,67.0,10.0,40.0,2.0,6.0,16.0,11,0,2014,0.375,0.14925373134328357,1.0,0,1,0,0,0,0,1
1997.0,55,39.0,10.0,20.0,1.0,22.0,22.0,11,0,2014,1.0,0.2564102564102564,2.0,1,1,1,1,1,0,0
2015.0,87,65.0,11.0,64.0,3.0,11.0,12.0,11,1,2014,0.9166666666666666,0.16923076923076924,1.0,0,0,0,0,0,0,0
2016.0,86,38.0,10.0,38.0,1.0,10.0,17.0,11,1,2014,0.5882352941176471,0.2631578947368421,1.0,0,0,0,0,0,0,1
,133,60.0,,,2.0,4.0,17.0,11,1,2014,0.23529411764705882,,1.0,0,0,1,1,1,1,0
2014.0,93,117.0,10.0,117.0,3.0,7.0,17.0,11,1,2014,0.4117647058823529,0.08547008547008547,1.0,0,0,0,0,0,0,1
2015.0,102,38.0,10.0,38.0,1.0,14.0,17.0,11,1,2014,0.8235294117647058,0.2631578947368421,1.0,0,0,1,0,0,0,0
2009.0,54,55.0,9.0,31.0,2.0,11.0,25.0,11,1,2014,0.44,0.16363636363636364,3.0,1,0,1,1,1,0,0
1964.0,144,41.0,5.0,26.0,2.0,1.0,5.0,11,1,2014,0.2,0.12195121951219512,2.0,1,0,1,0,1,0,1
2014.0,131,72.0,20.0,54.0,1.0,6.0,6.0,11,1,2014,1.0,0.2777777777777778,,1,0,1,0,0,0,0
1973.0,18,51.0,9.0,30.0,2.0,6.0,12.0,11,1,2014,0.5,0.17647058823529413,2.0,0,1,1,1,1,0,0
,31,31.0,,,1.0,2.0,12.0,11,1,2014,0.16666666666666666,,,0,0,0,0,0,0,0
2014.0,101,49.0,11.0,26.0,1.0,8.0,17.0,11,1,2014,0.47058823529411764,0.22448979591836735,1.0,0,0,1,0,0,0,0
1970.0,110,47.0,9.0,31.0,2.0,1.0,14.0,11,1,2014,0.07142857142857142,0.19148936170212766,2.0,1,1,1,0,1,1,1
1968.0,32,32.0,6.0,18.0,1.0,4.0,9.0,11,1,2014,0.4444444444444444,0.1875,3.0,1,1,1,0,1,0,0
,22,101.0,,,2.0,15.0,,11,1,2014,,,,1,1,1,1,1,0,0
,101,42.0,,,1.0,7.0,,11,1,2014,,,,0,0,0,0,0,0,0
1956.0,112,78.0,8.0,47.0,3.0,5.0,5.0,11,1,2014,1.0,0.10256410256410256,2.0,0,1,1,0,0,0,0
,87,52.0,,,2.0,10.0,12.0,11,1,2014,0.8333333333333334,,1.0,1,0,0,0,0,0,1
1970.0,30,37.0,9.0,19.0,1.0,13.0,14.0,11,1,2014,0.9285714285714286,0.24324324324324326,2.0,0,0,1,0,1,0,1
2009.0,93,51.0,9.0,30.0,2.0,7.0,17.0,11,1,2014,0.4117647058823529,0.17647058823529413,,0,0,1,0,0,0,0
1974.0,78,66.0,9.0,43.0,3.0,1.0,14.0,11,1,2014,0.07142857142857142,0.13636363636363635,2.0,1,1,1,0,0,0,1
1971.0,105,47.0,7.0,26.0,2.0,7.0,14.0,11,1,2014,0.5,0.14893617021276595,2.0,1,1,1,1,1,0,1
2016.0,72,73.0,12.0,,3.0,3.0,17.0,11,1,2014,0.17647058823529413,0.1643835616438356,1.0,1,1,1,0,1,0,0
1965.0,52,55.0,5.0,38.0,3.0,4.0,9.0,11,1,2014,0.4444444444444444,0.09090909090909091,3.0,1,1,1,0,0,0,0
1994.0,85,50.0,8.0,30.0,2.0,9.0,17.0,11,1,2014,0.5294117647058824,0.16,3.0,0,1,1,0,1,0,1
2016.0,100,37.0,,37.0,1.0,20.0,22.0,11,1,2014,0.9090909090909091,,1.0,0,1,1,0,0,0,1
1980.0,117,40.0,8.0,20.0,1.0,12.0,12.0,11,1,2014,1.0,0.2,3.0,1,0,1,1,1,0,0
1985.0,49,38.0,8.0,19.0,1.0,5.0,17.0,11,1,2014,0.29411764705882354,0.21052631578947367,3.0,1,0,1,1,1,0,0
2002.0,73,38.0,7.0,19.0,1.0,12.0,17.0,11,1,2014,0.7058823529411765,0.18421052631578946,3.0,1,1,1,1,0,0,0
2015.0,102,78.0,,,3.0,15.0,17.0,11,1,2014,0.8823529411764706,,,0,0,1,0,0,0,0
2014.0,102,77.0,,77.0,3.0,13.0,17.0,11,1,2014,0.7647058823529411,,1.0,0,0,1,0,0,0,0
2014.0,102,84.0,,84.0,3.0,2.0,22.0,11,1,2014,0.09090909090909091,,1.0,0,0,0,0,0,0,1
1959.0,0,76.0,7.0,50.0,3.0,3.0,5.0,11,1,2014,0.6,0.09210526315789473,2.0,1,1,1,1,1,0,0
2003.0,10,36.0,10.0,17.0,1.0,10.0,17.0,11,1,2014,0.5882352941176471,0.2777777777777778,2.0,1,1,1,0,1,0,1
1975.0,30,66.0,10.0,43.0,3.0,1.0,12.0,11,1,2014,0.08333333333333333,0.15151515151515152,,1,0,1,0,0,0,0
2016.0,65,100.0,10.0,95.0,4.0,22.0,25.0,11,1,2014,0.88,0.1,1.0,0,1,1,1,0,0,1
2002.0,28,61.0,12.0,31.0,2.0,10.0,17.0,11,1,2014,0.5882352941176471,0.19672131147540983,2.0,1,1,1,0,1,0,1
1982.0,18,34.0,9.0,19.0,,9.0,16.0,11,1,2014,0.5625,0.2647058823529412,3.0,1,1,1,1,0,1,1
1986.0,49,53.0,9.0,32.0,2.0,4.0,17.0,11,1,2014,0.23529411764705882,0.16981132075471697,2.0,1,0,1,0,1,0,0
2009.0,31,104.0,14.0,60.0,3.0,8.0,18.0,11,1,2014,0.4444444444444444,0.1346153846153846,3.0,1,1,1,1,0,0,0
,70,56.0,,,2.0,8.0,22.0,11,1,2014,0.36363636363636365,,,0,0,1,0,0,0,1
1965.0,32,35.0,9.0,19.0,1.0,12.0,12.0,11,1,2014,1.0,0.2571428571428571,3.0,1,1,1,1,0,0,0
2015.0,72,38.0,10.0,38.0,1.0,10.0,17.0,11,1,2014,0.5882352941176471,0.2631578947368421,1.0,1,1,1,0,1,0,0
1964.0,56,30.0,5.0,18.0,1.0,2.0,5.0,11,1,2014,0.4,0.16666666666666666,2.0,1,1,1,0,1,0,0
,86,55.0,,,2.0,9.0,17.0,11,1,2014,0.5294117647058824,,1.0,0,0,0,0,0,0,0
1995.0,60,78.0,10.0,46.0,3.0,7.0,14.0,11,1,2014,0.5,0.1282051282051282,2.0,1,0,1,1,1,0,1
1988.0,56,37.0,7.0,19.0,1.0,8.0,17.0,11,1,2014,0.47058823529411764,0.1891891891891892,2.0,1,1,1,0,0,1,1
1988.0,67,37.0,8.0,18.0,1.0,9.0,17.0,11,1,2014,0.5294117647058824,0.21621621621621623,3.0,1,1,1,0,0,0,1
2001.0,38,49.0,8.0,29.0,2.0,2.0,12.0,11,1,2014,0.16666666666666666,0.16326530612244897,2.0,1,1,1,1,1,0,1
2014.0,86,38.0,,38.0,1.0,9.0,16.0,11,1,2014,0.5625,,1.0,0,0,0,0,0,0,1
,87,27.0,,,1.0,5.0,,11,1,2014,,,1.0,0,0,0,0,0,0,0
2012.0,144,60.0,11.0,33.0,2.0,2.0,9.0,11,1,2014,0.2222222222222222,0.18333333333333332,3.0,1,1,1,1,0,0,0
1975.0,82,52.0,6.0,34.0,3.0,3.0,9.0,11,1,2014,0.3333333333333333,0.11538461538461539,2.0,1,1,1,1,1,0,0
1985.0,11,38.0,8.0,20.0,1.0,2.0,14.0,11,1,2014,0.14285714285714285,0.21052631578947367,2.0,0,1,1,0,1,0,0
2014.0,87,28.0,,27.0,1.0,2.0,9.0,11,2,2014,0.2222222222222222,,1.0,1,0,0,0,0,0,0
,102,63.0,,63.0,2.0,16.0,20.0,11,2,2014,0.8,,,0,0,0,0,0,0,1
1941.0,130,59.0,9.0,32.0,2.0,7.0,8.0,11,2,2014,0.875,0.15254237288135594,3.0,1,1,1,1,1,0,0
,93,61.0,,,2.0,9.0,17.0,11,2,2014,0.5294117647058824,,1.0,0,0,0,0,0,0,0
,93,41.0,,41.0,1.0,16.0,25.0,11,2,2014,0.64,,1.0,0,0,1,0,0,0,0
2014.0,100,40.0,,40.0,1.0,10.0,25.0,11,2,2014,0.4,,1.0,0,1,1,0,0,0,1
1996.0,140,38.0,8.0,19.0,1.0,8.0,17.0,11,2,2014,0.47058823529411764,0.21052631578947367,3.0,1,0,1,0,1,0,0
1969.0,128,34.0,9.0,19.0,1.0,2.0,12.0,11,2,2014,0.16666666666666666,0.2647058823529412,3.0,1,1,1,1,1,0,0
1995.0,48,37.0,9.0,19.0,1.0,8.0,16.0,11,2,2014,0.5,0.24324324324324326,3.0,1,1,1,0,1,0,0
,102,62.0,,,2.0,13.0,17.0,11,2,2014,0.7647058823529411,,,0,0,1,0,0,0,0
,101,69.0,,,2.0,2.0,,11,2,2014,,,,0,0,1,0,0,0,1
2015.0,65,48.0,,45.0,2.0,24.0,25.0,11,2,2014,0.96,,4.0,0,1,1,1,1,0,1
1967.0,62,48.0,8.0,28.0,2.0,12.0,12.0,11,2,2014,1.0,0.16666666666666666,3.0,0,0,1,0,1,0,0
1965.0,110,33.0,9.0,18.0,1.0,1.0,12.0,11,2,2014,0.08333333333333333,0.2727272727272727,3.0,1,1,1,0,0,0,0
2013.0,93,45.0,8.0,16.0,1.0,4.0,17.0,11,2,2014,0.23529411764705882,0.17777777777777778,,0,0,1,0,0,0,0
2017.0,65,85.0,10.0,40.0,3.0,18.0,20.0,11,2,2014,0.9,0.11764705882352941,1.0,0,1,1,1,0,0,1
1968.0,19,45.0,6.0,29.0,2.0,8.0,9.0,11,2,2014,0.8888888888888888,0.13333333333333333,3.0,1,1,1,0,1,0,1
,100,57.0,7.0,57.0,2.0,11.0,17.0,11,2,2014,0.6470588235294118,0.12280701754385964,,0,1,1,0,0,1,1
1995.0,78,74.0,8.0,41.0,3.0,12.0,14.0,11,2,2014,0.8571428571428571,0.10810810810810811,,1,1,1,0,1,0,1
1975.0,33,40.0,8.0,20.0,1.0,12.0,12.0,11,2,2014,1.0,0.2,2.0,1,0,1,0,1,0,1
1978.0,21,32.0,6.0,18.0,1.0,2.0,9.0,11,2,2014,0.2222222222222222,0.1875,2.0,1,1,1,0,1,0,1
2015.0,101,59.0,,59.0,2.0,9.0,17.0,11,2,2014,0.5294117647058824,,1.0,0,0,0,0,0,0,0
1974.0,138,41.0,6.0,23.0,2.0,4.0,14.0,11,2,2014,0.2857142857142857,0.14634146341463414,3.0,1,1,1,0,0,0,0
,101,60.0,11.0,28.0,2.0,16.0,,11,2,2014,,0.18333333333333332,1.0,0,0,0,0,0,0,0
2014.0,101,91.0,10.0,91.0,3.0,2.0,17.0,11,2,2014,0.11764705882352941,0.10989010989010989,1.0,0,0,0,0,0,0,0
1975.0,17,46.0,6.0,30.0,2.0,9.0,9.0,11,2,2014,1.0,0.13043478260869565,2.0,0,0,1,0,0,0,1
,100,57.0,,,2.0,7.0,19.0,11,2,2014,0.3684210526315789,,1.0,0,1,1,0,0,0,1
2000.0,71,37.0,7.0,18.0,1.0,2.0,17.0,11,2,2014,0.11764705882352941,0.1891891891891892,3.0,1,1,1,1,1,0,0
1966.0,12,44.0,5.0,28.0,2.0,6.0,9.0,11,2,2014,0.6666666666666666,0.11363636363636363,2.0,1,1,1,0,1,0,0
1959.0,0,79.0,8.0,53.0,3.0,4.0,9.0,11,2,2014,0.4444444444444444,0.10126582278481013,2.0,1,1,1,1,1,0,0
1994.0,60,52.0,8.0,30.0,2.0,6.0,14.0,11,2,2014,0.42857142857142855,0.15384615384615385,2.0,1,0,1,1,1,0,1
,87,34.0,,,1.0,3.0,17.0,11,2,2014,0.17647058823529413,,1.0,0,0,0,0,0,0,0
1982.0,69,50.0,8.0,29.0,2.0,1.0,12.0,11,2,2014,0.08333333333333333,0.16,3.0,1,1,1,0,1,0,0
2009.0,89,66.0,19.0,28.0,2.0,7.0,16.0,11,2,2014,0.4375,0.2878787878787879,,0,1,0,0,0,0,0
1959.0,1,42.0,5.0,27.0,2.0,4.0,5.0,11,2,2014,0.8,0.11904761904761904,2.0,1,0,1,1,1,0,0
2015.0,102,62.0,12.0,62.0,2.0,8.0,22.0,11,2,2014,0.36363636363636365,0.1935483870967742,1.0,0,0,0,0,0,0,1
1966.0,27,47.0,9.0,32.0,2.0,2.0,12.0,11,2,2014,0.16666666666666666,0.19148936170212766,2.0,1,0,1,0,1,0,0
1975.0,58,45.0,6.0,27.0,2.0,5.0,9.0,11,2,2014,0.5555555555555556,0.13333333333333333,2.0,1,1,1,0,1,0,1
1966.0,109,45.0,5.0,29.0,2.0,3.0,5.0,11,2,2014,0.6,0.1111111111111111,2.0,1,1,1,1,1,0,0
2008.0,56,51.0,9.0,30.0,2.0,7.0,17.0,11,2,2014,0.4117647058823529,0.17647058823529413,3.0,1,1,1,0,0,0,0
,104,79.0,12.0,41.0,3.0,1.0,1.0,11,2,2014,1.0,0.1518987341772152,,0,1,0,0,0,0,1
1978.0,9,36.0,6.0,21.0,1.0,6.0,9.0,11,2,2014,0.6666666666666666,0.16666666666666666,2.0,1,1,1,0,0,0,1
2015.0,87,69.0,,,2.0,8.0,17.0,11,2,2014,0.47058823529411764,,,0,0,0,0,0,0,0
1998.0,60,76.0,10.0,45.0,3.0,5.0,17.0,11,2,2014,0.29411764705882354,0.13157894736842105,2.0,1,0,1,1,1,1,1
1998.0,60,36.0,10.0,14.0,1.0,8.0,14.0,11,2,2014,0.5714285714285714,0.2777777777777778,,1,0,1,1,1,1,1
,102,40.0,,40.0,1.0,5.0,17.0,11,2,2014,0.29411764705882354,,1.0,0,0,1,0,0,0,0
2006.0,20,74.0,,66.0,1.0,31.0,32.0,11,2,2014,0.96875,,3.0,0,1,1,1,1,0,0
2015.0,87,37.0,,,1.0,3.0,4.0,11,2,2014,0.75,,1.0,1,0,0,0,0,0,1
,100,37.0,,,1.0,9.0,,11,2,2014,,,,0,1,1,0,0,0,1
1971.0,20,45.0,5.0,27.0,2.0,9.0,9.0,11,2,2014,1.0,0.1111111111111111,3.0,0,1,1,1,0,0,1
2016.0,142,38.0,8.0,,1.0,10.0,17.0,11,2,2014,0.5882352941176471,0.21052631578947367,1.0,1,1,1,0,1,0,0
2014.0,18,54.0,,,1.0,12.0,17.0,11,2,2014,0.7058823529411765,,,0,1,1,0,1,0,0
1968.0,3,38.0,6.0,22.0,2.0,5.0,12.0,11,2,2014,0.4166666666666667,0.15789473684210525,2.0,1,1,1,0,0,0,0
2006.0,33,57.0,9.0,27.0,2.0,13.0,22.0,11,2,2014,0.5909090909090909,0.15789473684210525,4.0,1,0,1,0,0,0,1
2008.0,38,39.0,8.0,17.0,1.0,6.0,14.0,11,2,2014,0.42857142857142855,0.20512820512820512,3.0,1,1,1,1,1,0,1
,86,34.0,,,1.0,7.0,17.0,11,2,2014,0.4117647058823529,,1.0,0,0,0,0,0,0,1
2012.0,1,81.0,16.0,45.0,2.0,23.0,40.0,11,2,2014,0.575,0.19753086419753085,1.0,1,0,1,1,1,0,0
1966.0,21,44.0,5.0,28.0,2.0,7.0,9.0,11,2,2014,0.7777777777777778,0.11363636363636363,2.0,1,1,1,0,1,0,0
1996.0,38,38.0,8.0,19.0,1.0,1.0,12.0,11,2,2014,0.08333333333333333,0.21052631578947367,3.0,1,1,1,1,0,0,0
,48,62.0,,,2.0,6.0,,11,2,2014,,,,0,1,1,0,0,0,1
2014.0,133,44.0,,,1.0,2.0,17.0,11,2,2014,0.11764705882352941,,,0,0,1,1,1,1,0
1952.0,22,37.0,6.0,15.0,1.0,1.0,6.0,11,2,2014,0.16666666666666666,0.16216216216216217,3.0,0,1,1,1,0,0,0
1978.0,129,70.0,9.0,40.0,3.0,16.0,16.0,11,2,2014,1.0,0.12857142857142856,4.0,1,0,1,1,1,0,1
2016.0,93,117.0,10.0,,3.0,8.0,12.0,11,2,2014,0.6666666666666666,0.08547008547008547,1.0,0,0,0,0,0,0,1
,70,38.0,,,1.0,11.0,19.0,11,2,2014,0.5789473684210527,,1.0,0,0,1,0,0,0,1
2014.0,101,59.0,,59.0,2.0,13.0,25.0,11,2,2014,0.52,,1.0,0,0,0,0,0,0,0
1977.0,0,39.0,7.0,19.0,1.0,5.0,14.0,11,2,2014,0.35714285714285715,0.1794871794871795,2.0,1,1,1,1,1,0,1
1973.0,80,50.0,6.0,34.0,3.0,8.0,9.0,11,2,2014,0.8888888888888888,0.12,2.0,1,0,1,1,0,0,0
1987.0,37,63.0,10.0,31.0,2.0,11.0,22.0,11,2,2014,0.5,0.15873015873015872,3.0,1,0,1,1,0,0,1
1961.0,118,29.0,5.0,16.0,1.0,8.0,8.0,11,2,2014,1.0,0.1724137931034483,2.0,0,1,1,0,1,0,0
1996.0,65,50.0,8.0,30.0,2.0,5.0,17.0,11,2,2014,0.29411764705882354,0.16,3.0,0,1,1,0,1,0,0
2016.0,101,101.0,,101.0,3.0,6.0,6.0,11,2,2014,1.0,,1.0,0,0,0,0,0,0,0
1972.0,33,42.0,5.0,26.0,2.0,7.0,9.0,11,3,2014,0.7777777777777778,0.11904761904761904,3.0,1,0,1,0,1,0,1
2014.0,131,89.0,18.0,40.0,2.0,3.0,6.0,11,3,2014,0.5,0.20224719101123595,1.0,1,0,1,0,0,0,0
,102,62.0,,,2.0,9.0,20.0,11,3,2014,0.45,,1.0,0,0,1,0,0,0,0
2014.0,71,78.0,,,3.0,8.0,17.0,11,3,2014,0.47058823529411764,,,0,1,1,1,0,0,1
1955.0,29,59.0,8.0,27.0,2.0,4.0,10.0,11,3,2014,0.4,0.13559322033898305,2.0,1,1,1,1,1,0,1
1964.0,84,15.0,3.0,9.0,1.0,2.0,5.0,11,3,2014,0.4,0.2,,1,0,1,1,1,0,0
1982.0,132,77.0,10.0,46.0,3.0,7.0,16.0,11,3,2014,0.4375,0.12987012987012986,3.0,1,0,1,0,1,1,1
2009.0,111,57.0,11.0,28.0,2.0,13.0,16.0,11,3,2014,0.8125,0.19298245614035087,2.0,1,0,1,0,1,0,0
2016.0,72,79.0,13.0,44.0,3.0,2.0,25.0,11,3,2014,0.08,0.16455696202531644,1.0,0,0,1,1,1,0,0
2014.0,101,57.0,,57.0,2.0,2.0,24.0,11,3,2014,0.08333333333333333,,1.0,0,0,0,0,0,0,0
,101,102.0,,,3.0,4.0,,11,3,2014,,,,0,0,0,0,0,0,0
1952.0,139,16.0,,11.0,1.0,2.0,5.0,11,3,2014,0.4,,1.0,1,0,1,1,1,0,0
1981.0,21,39.0,8.0,20.0,1.0,4.0,12.0,11,3,2014,0.3333333333333333,0.20512820512820512,2.0,1,1,1,0,1,0,1
2014.0,102,52.0,,52.0,2.0,17.0,17.0,11,3,2014,1.0,,1.0,0,0,1,0,0,0,0
1974.0,18,35.0,5.0,20.0,1.0,6.0,9.0,11,3,2014,0.6666666666666666,0.14285714285714285,2.0,0,1,1,1,1,0,0
1967.0,142,43.0,5.0,27.0,2.0,7.0,9.0,11,3,2014,0.7777777777777778,0.11627906976744186,2.0,1,1,1,1,1,0,1
,100,64.0,10.0,,2.0,10.0,,11,3,2014,,0.15625,,0,1,1,0,0,0,1
,102,43.0,,,1.0,8.0,17.0,11,3,2014,0.47058823529411764,,1.0,0,0,1,0,0,0,0
1967.0,117,31.0,5.0,20.0,1.0,1.0,5.0,11,3,2014,0.2,0.16129032258064516,2.0,1,0,1,0,1,0,0
1986.0,28,37.0,10.0,19.0,1.0,16.0,16.0,11,3,2014,1.0,0.2702702702702703,2.0,1,1,1,0,1,0,1
,93,72.0,,,2.0,2.0,17.0,11,3,2014,0.11764705882352941,,1.0,0,0,0,0,0,0,1
,86,40.0,,,1.0,1.0,,11,3,2014,,,,0,0,0,0,0,0,0
1966.0,142,51.0,10.0,30.0,2.0,8.0,12.0,11,3,2014,0.6666666666666666,0.19607843137254902,2.0,1,1,1,0,0,0,1
,101,82.0,9.0,82.0,3.0,12.0,17.0,11,3,2014,0.7058823529411765,0.10975609756097561,,0,0,0,0,0,0,0
2015.0,101,79.0,,79.0,3.0,8.0,17.0,11,3,2014,0.47058823529411764,,1.0,0,0,0,0,0,0,0
1965.0,27,31.0,5.0,20.0,1.0,2.0,5.0,11,3,2014,0.4,0.16129032258064516,2.0,0,1,1,0,0,0,0
1996.0,140,38.0,8.0,37.0,1.0,10.0,10.0,11,3,2014,1.0,0.21052631578947367,2.0,1,1,1,1,1,0,0
1968.0,116,62.0,5.0,46.0,4.0,2.0,9.0,11,3,2014,0.2222222222222222,0.08064516129032258,2.0,1,1,1,1,1,0,1
1973.0,134,38.0,9.0,19.0,1.0,4.0,14.0,11,3,2014,0.2857142857142857,0.23684210526315788,2.0,1,1,1,0,1,0,1
1980.0,68,65.0,6.0,43.0,3.0,2.0,9.0,11,3,2014,0.2222222222222222,0.09230769230769231,2.0,1,1,1,0,0,0,1
1979.0,60,60.0,6.0,43.0,3.0,5.0,9.0,11,3,2014,0.5555555555555556,0.1,2.0,1,1,1,0,1,0,1
1962.0,40,44.0,5.0,29.0,2.0,4.0,5.0,11,3,2014,0.8,0.11363636363636363,3.0,1,1,1,1,1,1,1
1975.0,82,63.0,8.0,39.0,3.0,5.0,9.0,11,3,2014,0.5555555555555556,0.12698412698412698,3.0,1,1,1,1,1,0,0
2008.0,139,79.0,12.0,44.0,3.0,14.0,17.0,11,3,2014,0.8235294117647058,0.1518987341772152,1.0,1,0,1,1,0,0,0
1981.0,5,46.0,6.0,30.0,2.0,9.0,12.0,11,3,2014,0.75,0.13043478260869565,2.0,1,1,1,1,1,0,0
,101,74.0,,,2.0,12.0,,11,3,2014,,,,0,0,0,0,0,0,0
2014.0,133,80.0,,,2.0,6.0,17.0,11,3,2014,0.35294117647058826,,,0,0,1,1,1,1,0
2016.0,54,78.0,,40.0,2.0,5.0,5.0,11,3,2014,1.0,,1.0,1,0,1,1,1,0,0
1968.0,15,57.0,6.0,38.0,3.0,5.0,9.0,11,3,2014,0.5555555555555556,0.10526315789473684,2.0,1,1,1,0,0,0,1
2014.0,71,39.0,,,1.0,6.0,17.0,11,3,2014,0.35294117647058826,,,0,1,1,1,0,0,1
1980.0,10,40.0,8.0,20.0,1.0,3.0,12.0,11,3,2014,0.25,0.2,2.0,1,1,1,0,1,0,1
1966.0,111,39.0,6.0,23.0,2.0,11.0,12.0,11,3,2014,0.9166666666666666,0.15384615384615385,2.0,1,0,1,0,1,0,0
,93,51.0,,,2.0,2.0,17.0,11,3,2014,0.11764705882352941,,1.0,0,0,1,0,0,0,0
1988.0,67,74.0,10.0,45.0,3.0,17.0,17.0,11,3,2014,1.0,0.13513513513513514,3.0,0,1,1,0,1,1,1
,102,43.0,,43.0,1.0,12.0,20.0,11,3,2014,0.6,,,0,0,0,0,0,0,1
2014.0,48,87.0,10.0,84.0,3.0,6.0,17.0,11,3,2014,0.35294117647058826,0.11494252873563218,1.0,0,1,1,0,0,0,1
1974.0,140,44.0,6.0,29.0,2.0,7.0,9.0,11,3,2014,0.7777777777777778,0.13636363636363635,2.0,1,1,1,1,0,0,0
1963.0,30,43.0,5.0,29.0,2.0,1.0,5.0,11,3,2014,0.2,0.11627906976744186,2.0,1,1,1,0,0,0,0
1962.0,2,31.0,5.0,20.0,1.0,1.0,5.0,11,3,2014,0.2,0.16129032258064516,2.0,1,1,1,1,0,0,0
1960.0,139,34.0,7.0,19.0,1.0,5.0,5.0,11,3,2014,1.0,0.20588235294117646,3.0,1,0,1,1,1,0,0
1983.0,80,39.0,8.0,21.0,1.0,11.0,12.0,11,3,2014,0.9166666666666666,0.20512820512820512,3.0,1,0,1,1,0,0,0
,70,38.0,,,1.0,7.0,22.0,11,3,2014,0.3181818181818182,,1.0,0,0,1,0,0,0,1
2011.0,0,104.0,12.0,65.0,3.0,5.0,19.0,11,3,2014,0.2631578947368421,0.11538461538461539,1.0,1,1,1,1,0,1,0
1957.0,30,62.0,7.0,25.0,2.0,4.0,5.0,11,3,2014,0.8,0.11290322580645161,2.0,0,1,1,1,0,0,0
1961.0,30,31.0,5.0,19.0,1.0,2.0,5.0,11,3,2014,0.4,0.16129032258064516,2.0,1,0,1,0,1,0,0
1971.0,136,40.0,5.0,24.0,2.0,11.0,14.0,11,3,2014,0.7857142857142857,0.125,2.0,1,1,1,0,0,0,0
1976.0,63,36.0,8.0,19.0,1.0,9.0,16.0,11,3,2014,0.5625,0.2222222222222222,2.0,1,1,1,1,0,1,0
1980.0,60,41.0,8.0,20.0,1.0,5.0,12.0,11,3,2014,0.4166666666666667,0.1951219512195122,2.0,1,1,1,0,0,0,1
1961.0,1,41.0,5.0,25.0,2.0,3.0,5.0,11,3,2014,0.6,0.12195121951219512,2.0,1,1,1,0,1,0,0
2013.0,93,39.0,9.0,15.0,1.0,16.0,17.0,11,3,2014,0.9411764705882353,0.23076923076923078,2.0,0,0,1,0,0,0,0
1980.0,129,77.0,10.0,46.0,3.0,2.0,16.0,11,3,2014,0.125,0.12987012987012986,3.0,1,0,1,0,1,0,0
2016.0,86,38.0,10.0,38.0,1.0,9.0,17.0,11,3,2014,0.5294117647058824,0.2631578947368421,1.0,0,0,0,0,0,0,1
2015.0,101,42.0,,42.0,1.0,7.0,17.0,11,3,2014,0.4117647058823529,,1.0,0,0,0,0,0,0,0
,100,26.0,,,1.0,4.0,22.0,11,3,2014,0.18181818181818182,,1.0,0,1,1,0,0,0,1
1959.0,0,31.0,5.0,19.0,1.0,4.0,4.0,11,3,2014,1.0,0.16129032258064516,2.0,0,1,1,0,0,0,0
