build_year,full_sq,kitch_sq,life_sq,num_room,floor,max_floor,rel_floor,rel_kitch_sq,state,kindergarten_closely,railroad_closely,public_transport_station_closely,metro_closely,school_closely,park_closely,water_closely,price_doc
2015.0,57.97,10.0,57.97,2.0,14.0,17.0,0.8235294117647058,0.17250301880282906,1.0,0,0,1,0,0,0,0,6129472.0
2011.0,84.8,9.7,45.8,3.0,12.0,17.0,0.7058823529411765,0.11438679245283019,2.0,0,0,1,1,1,0,0,7223909.0
1958.0,30.7,5.4,16.7,1.0,3.0,5.0,0.6,0.17589576547231273,2.0,1,0,1,1,0,0,0,5052835.5
2003.0,36.8,10.0,17.8,1.0,10.0,14.0,0.7142857142857143,0.27173913043478265,3.0,1,1,1,1,1,0,1,6425770.0
,63.4,,63.4,2.0,8.0,17.0,0.47058823529411764,,1.0,1,1,1,0,1,0,1,8389332.0
1987.0,54.5,10.1,28.9,2.0,14.0,16.0,0.875,0.18532110091743118,3.0,1,1,1,0,1,0,0,9239282.0
,57.97,,,2.0,7.0,17.0,0.4117647058823529,,1.0,0,0,1,0,0,0,0,6055387.5
2017.0,81.9,18.3,38.2,2.0,17.0,22.0,0.7727272727272727,0.22344322344322343,3.0,0,1,1,1,0,0,0,12608938.0
1988.0,51.6,8.4,30.6,2.0,10.0,17.0,0.5882352941176471,0.16279069767441862,3.0,0,1,1,0,0,0,1,7607647.5
1986.0,54.4,9.3,32.3,2.0,13.0,17.0,0.7647058823529411,0.1709558823529412,,1,0,1,1,1,1,1,11637231.0
1975.0,61.8,8.0,39.5,3.0,1.0,12.0,0.08333333333333333,0.12944983818770228,3.0,1,1,1,1,1,0,0,8971517.0
,38.5,,,1.0,3.0,17.0,0.17647058823529413,,1.0,1,1,1,0,1,0,0,4411480.0
,52.45,,52.45,2.0,2.0,18.0,0.1111111111111111,,1.0,0,1,1,0,0,0,1,6127239.5
2016.0,40.7,,40.7,1.0,10.0,22.0,0.45454545454545453,,1.0,0,1,1,0,0,0,1,4162711.75
2017.0,54.12,9.0,37.0,2.0,8.0,24.0,0.3333333333333333,0.16629711751662973,1.0,0,0,1,0,0,0,1,9588167.0
,51.7,,,2.0,2.0,17.0,0.11764705882352941,,1.0,0,1,0,0,0,0,1,3138274.5
1985.0,35.1,10.1,19.3,1.0,5.0,16.0,0.3125,0.2877492877492877,2.0,1,0,1,0,1,0,0,5876784.0
,30.31,,,1.0,15.0,,,,1.0,0,1,1,0,0,0,1,4238681.5
,40.0,,,1.0,4.0,17.0,0.23529411764705882,,1.0,0,0,0,0,0,0,1,4865496.5
1966.0,59.1,10.2,33.9,2.0,19.0,22.0,0.8636363636363636,0.17258883248730963,2.0,1,1,1,1,1,0,0,9346997.0
2017.0,80.56,13.0,50.0,3.0,15.0,24.0,0.625,0.16137040714995035,1.0,0,0,1,0,0,0,1,11780068.0
1960.0,44.2,5.8,29.0,2.0,5.0,5.0,1.0,0.13122171945701355,3.0,0,1,1,1,1,0,0,6520963.5
1963.0,33.0,5.5,20.7,1.0,8.0,8.0,1.0,0.16666666666666666,2.0,1,1,1,1,0,0,1,6867322.0
,52.3,,,2.0,12.0,17.0,0.7058823529411765,,1.0,1,1,1,0,1,0,0,5748707.0
2005.0,38.7,7.4,19.1,1.0,11.0,12.0,0.9166666666666666,0.19121447028423771,2.0,1,0,1,1,1,0,0,6061494.5
1970.0,38.4,6.3,23.7,2.0,4.0,9.0,0.4444444444444444,0.1640625,2.0,1,1,1,0,1,0,0,5610624.5
1962.0,46.5,5.5,31.1,2.0,4.0,5.0,0.8,0.11827956989247312,2.0,0,1,1,1,1,0,0,7196967.0
2009.0,42.5,9.3,17.5,1.0,13.0,25.0,0.52,0.21882352941176472,3.0,1,1,0,0,1,0,0,5632154.0
2003.0,52.0,9.7,30.5,2.0,6.0,17.0,0.35294117647058826,0.18653846153846151,2.0,1,0,1,0,1,0,0,8036549.5
2015.0,41.9,10.0,41.9,1.0,4.0,17.0,0.23529411764705882,0.23866348448687352,,0,0,0,0,0,0,1,4347226.0
2017.0,43.92,,,1.0,4.0,,,,1.0,1,1,1,1,1,0,1,8210185.0
1962.0,41.9,5.4,26.5,2.0,5.0,5.0,1.0,0.1288782816229117,2.0,1,0,1,0,1,0,1,5669776.0
2017.0,61.9,10.0,40.0,2.0,7.0,24.0,0.2916666666666667,0.16155088852988692,1.0,0,0,1,0,0,0,1,10045917.0
,51.7,,,2.0,3.0,3.0,1.0,,1.0,0,1,0,0,0,0,1,2821861.0
2015.0,43.92,,,1.0,9.0,,,,1.0,1,1,1,1,1,0,1,8507779.0
,79.1,,,3.0,3.0,15.0,0.2,,,0,0,0,0,0,0,1,7018479.5
,153.5,,,3.0,7.0,12.0,0.5833333333333334,,1.0,1,1,1,1,0,0,1,31925066.0
,28.05,,,1.0,12.0,17.0,0.7058823529411765,,1.0,0,0,0,0,0,0,0,3409792.25
1959.0,55.7,5.8,42.1,3.0,4.0,5.0,0.8,0.10412926391382404,2.0,1,1,1,1,0,0,0,9372741.0
2017.0,53.5,,,2.0,2.0,17.0,0.11764705882352941,,1.0,0,0,1,0,0,0,1,8352841.0
1961.0,43.8,5.8,29.0,2.0,5.0,5.0,1.0,0.1324200913242009,2.0,1,1,1,1,1,0,1,6142023.5
,76.0,,,2.0,3.0,,,,,1,1,1,1,1,0,0,16572745.0
1973.0,58.3,6.0,38.8,3.0,1.0,9.0,0.1111111111111111,0.10291595197255575,2.0,1,1,1,1,1,0,1,7585660.0
2015.0,42.73,,,1.0,6.0,25.0,0.24,,1.0,0,0,1,1,1,0,0,7481285.5
2016.0,77.4,,,3.0,3.0,,,,1.0,0,0,0,0,0,0,1,7102024.0
1974.0,32.0,7.9,16.8,1.0,3.0,12.0,0.25,0.246875,3.0,0,1,1,0,1,0,1,5796558.0
2016.0,30.41,8.0,11.54,1.0,4.0,17.0,0.23529411764705882,0.2630713581058862,1.0,0,1,1,0,0,0,1,3965410.75
2001.0,34.2,10.8,14.8,1.0,3.0,9.0,0.3333333333333333,0.3157894736842105,3.0,1,1,1,1,1,0,1,5738524.5
1999.0,74.9,9.4,45.3,3.0,7.0,14.0,0.5,0.12550066755674233,2.0,1,1,1,1,1,0,0,12354592.0
,57.69,,,2.0,3.0,17.0,0.17647058823529413,,,0,0,1,0,0,0,0,5757376.0
2013.0,83.8,10.8,51.3,3.0,17.0,17.0,1.0,0.1288782816229117,3.0,0,0,0,1,0,0,0,7973582.5
2016.0,54.05,,54.05,2.0,4.0,15.0,0.26666666666666666,,1.0,0,0,0,0,0,0,1,5495246.0
2016.0,40.1,,40.1,2.0,15.0,21.0,0.7142857142857143,,1.0,0,0,1,0,1,0,0,7763505.0
,54.2,,,2.0,12.0,17.0,0.7058823529411765,,1.0,0,1,1,0,0,0,1,6738498.5
1999.0,51.6,8.6,30.2,2.0,5.0,12.0,0.4166666666666667,0.16666666666666666,3.0,1,1,1,1,0,0,0,7929532.0
1973.0,44.8,6.1,29.7,2.0,5.0,5.0,1.0,0.13616071428571427,2.0,1,0,1,0,0,0,1,5575319.5
2013.0,55.1,9.1,28.6,2.0,15.0,18.0,0.8333333333333334,0.16515426497277677,1.0,1,1,1,0,1,0,1,7169982.5
1973.0,62.2,8.3,38.5,3.0,3.0,9.0,0.3333333333333333,0.13344051446945338,3.0,1,1,1,0,1,0,1,8837592.0
,41.4,,41.4,1.0,4.0,10.0,0.4,,1.0,0,1,1,0,0,0,1,5210297.0
2017.0,39.59,8.0,20.0,1.0,10.0,24.0,0.4166666666666667,0.20207123010861328,1.0,0,0,1,0,0,0,1,6333240.5
2017.0,79.09,,,3.0,8.0,17.0,0.47058823529411764,,1.0,1,0,1,0,1,0,1,12579103.0
1988.0,74.2,10.0,43.6,3.0,13.0,17.0,0.7647058823529411,0.1347708894878706,3.0,1,0,1,0,0,0,0,13018919.0
1994.0,58.6,9.9,33.7,2.0,15.0,22.0,0.6818181818181818,0.16894197952218432,3.0,0,1,1,1,0,0,1,10487366.0
2016.0,39.25,11.5,16.6,1.0,15.0,19.0,0.7894736842105263,0.2929936305732484,1.0,0,1,1,0,0,0,1,3823760.75
2011.0,61.6,12.8,31.9,2.0,2.0,17.0,0.11764705882352941,0.2077922077922078,2.0,0,0,1,1,0,0,0,6026967.0
2009.0,60.2,10.8,27.6,2.0,5.0,15.0,0.3333333333333333,0.17940199335548174,,1,1,1,1,1,0,1,7816191.0
,83.91,,,3.0,13.0,,,,1.0,0,1,1,0,0,0,1,9175446.0
1981.0,60.6,10.2,33.9,2.0,6.0,16.0,0.375,0.1683168316831683,3.0,1,1,1,0,0,0,0,9416373.0
2016.0,45.68,12.0,25.0,1.0,10.0,12.0,0.8333333333333334,0.2626970227670753,,0,1,1,0,0,0,1,8380336.5
1965.0,41.3,5.3,26.2,2.0,3.0,5.0,0.6,0.12832929782082325,2.0,1,1,1,1,0,0,0,5915921.0
2016.0,42.5,10.0,42.5,1.0,6.0,15.0,0.4,0.23529411764705882,1.0,0,1,1,0,0,0,1,4033542.0
1973.0,36.0,6.2,21.2,1.0,5.0,9.0,0.5555555555555556,0.17222222222222222,3.0,1,1,1,1,1,0,0,5874424.5
2016.0,42.61,10.0,42.61,1.0,9.0,12.0,0.75,0.2346866932644919,1.0,0,1,1,0,0,0,1,4035519.75
2013.0,76.0,12.9,45.0,3.0,8.0,17.0,0.47058823529411764,0.16973684210526316,3.0,0,0,0,1,0,0,0,7029726.5
1989.0,52.8,8.6,30.2,2.0,9.0,14.0,0.6428571428571429,0.16287878787878787,3.0,1,1,1,1,1,0,1,8232546.5
1988.0,91.1,8.7,57.4,4.0,4.0,25.0,0.16,0.09549945115257959,2.0,1,0,1,1,0,0,0,15810808.0
,59.7,,,2.0,16.0,,,,,0,0,0,0,0,0,1,6114771.0
1998.0,55.9,8.2,32.5,2.0,7.0,9.0,0.7777777777777778,0.14669051878354203,4.0,1,1,1,1,1,1,1,11757374.0
2017.0,22.4,8.0,8.1,1.0,6.0,8.0,0.75,0.35714285714285715,1.0,0,1,1,1,0,0,1,5260735.5
,40.0,,,1.0,14.0,17.0,0.8235294117647058,,1.0,0,0,0,0,0,0,1,4993391.5
,52.3,,52.3,2.0,12.0,17.0,0.7058823529411765,,,0,0,0,0,0,0,1,6440414.5
2003.0,61.4,11.0,29.3,2.0,7.0,9.0,0.7777777777777778,0.1791530944625407,2.0,1,1,1,0,1,0,1,8067534.5
,59.7,,,2.0,13.0,17.0,0.7647058823529411,,,0,0,0,0,0,0,1,6068447.0
1975.0,38.6,8.5,20.8,1.0,2.0,12.0,0.16666666666666666,0.22020725388601037,2.0,1,1,1,0,1,0,1,5801640.5
1974.0,58.3,6.0,36.9,3.0,5.0,9.0,0.5555555555555556,0.10291595197255575,2.0,1,0,1,1,1,0,0,8326952.0
,52.45,,25.7,2.0,11.0,11.0,1.0,,1.0,0,0,1,1,1,1,0,6077452.5
1976.0,39.2,8.7,21.0,1.0,5.0,12.0,0.4166666666666667,0.22193877551020405,2.0,0,1,1,0,1,0,1,5676024.5
,46.19,,,2.0,9.0,17.0,0.5294117647058824,,1.0,0,1,1,0,0,0,1,5862275.0
2015.0,93.3,,,3.0,5.0,,,,1.0,0,1,1,1,0,0,0,15625802.0
2016.0,56.8,,37.0,2.0,9.0,24.0,0.375,,1.0,0,0,1,0,0,0,1,11139601.0
1959.0,56.6,9.2,35.4,2.0,7.0,9.0,0.7777777777777778,0.1625441696113074,2.0,0,0,1,0,1,0,0,12186528.0
,49.0,,,1.0,7.0,,,,,0,0,0,0,0,0,1,4998194.0
2017.0,65.88,13.32,35.26,2.0,9.0,,,0.2021857923497268,1.0,0,0,0,0,0,0,0,7274834.0
2003.0,59.5,10.7,32.0,2.0,2.0,17.0,0.11764705882352941,0.17983193277310924,3.0,1,1,1,1,1,0,1,10817175.0
,38.8,,,1.0,9.0,17.0,0.5294117647058824,,,1,1,1,0,1,0,0,4477998.5
2011.0,44.5,5.7,26.6,2.0,2.0,25.0,0.08,0.12808988764044943,4.0,1,1,0,0,1,0,0,5430976.0
2007.0,120.0,22.8,66.3,2.0,3.0,7.0,0.42857142857142855,0.19,1.0,1,1,1,1,0,0,0,27980662.0
2008.0,53.5,,21.5,1.0,9.0,26.0,0.34615384615384615,,1.0,1,1,1,0,0,0,0,9663792.0
,46.19,,,2.0,10.0,10.0,1.0,,,0,1,1,0,0,0,1,5859642.0
1994.0,75.5,10.0,45.1,3.0,6.0,14.0,0.42857142857142855,0.13245033112582782,2.0,1,1,1,1,1,0,0,10802454.0
1974.0,38.2,8.7,20.9,1.0,8.0,12.0,0.6666666666666666,0.2277486910994764,2.0,1,1,1,0,1,0,0,6014352.0
2016.0,43.16,,38.8,1.0,9.0,25.0,0.36,,4.0,0,1,1,1,0,0,1,7692062.5
2017.0,68.0,12.0,68.0,2.0,8.0,17.0,0.47058823529411764,0.17647058823529413,1.0,0,1,1,1,0,0,0,9274966.0
2009.0,71.0,9.2,33.8,2.0,13.0,25.0,0.52,0.1295774647887324,,1,1,0,0,1,0,0,9557820.0
2016.0,38.48,8.0,20.0,1.0,13.0,17.0,0.7647058823529411,0.2079002079002079,1.0,0,0,0,0,0,0,1,4082010.75
,64.0,,64.0,2.0,8.0,17.0,0.47058823529411764,,1.0,0,0,1,0,0,0,0,6446319.5
2008.0,71.2,10.4,45.2,3.0,6.0,17.0,0.35294117647058826,0.14606741573033707,3.0,1,0,1,1,1,0,0,13387040.0
1980.0,32.4,5.9,19.0,1.0,6.0,9.0,0.6666666666666666,0.1820987654320988,2.0,1,1,1,1,0,0,0,5326393.5
1979.0,60.6,13.4,31.1,2.0,7.0,9.0,0.7777777777777778,0.22112211221122113,2.0,1,0,1,1,1,0,0,9707001.0
,80.56,,,3.0,13.0,,,,1.0,1,0,1,0,1,0,1,12576968.0
1971.0,35.9,9.9,20.1,1.0,3.0,12.0,0.25,0.2757660167130919,2.0,0,1,1,1,0,0,0,5879463.5
,54.2,,25.7,2.0,5.0,,,,1.0,0,1,1,0,0,0,1,6889421.5
2015.0,43.92,,,1.0,10.0,,,,1.0,1,1,1,1,0,0,1,8498559.0
,32.24,,,1.0,7.0,15.0,0.4666666666666667,,1.0,0,1,1,0,0,0,1,4109215.0
1991.0,73.8,10.1,43.4,3.0,10.0,17.0,0.5882352941176471,0.13685636856368563,3.0,1,0,1,1,1,0,1,12444842.0
,35.15,,,1.0,9.0,,,,,0,1,1,0,0,0,1,4597571.0
,54.66,,54.66,2.0,2.0,3.0,0.6666666666666666,,1.0,0,1,0,0,0,0,1,3154823.75
2013.0,62.8,12.9,32.8,2.0,14.0,17.0,0.8235294117647058,0.2054140127388535,3.0,0,0,1,1,0,0,0,6005159.0
2002.0,62.2,12.0,36.1,2.0,12.0,18.0,0.6666666666666666,0.19292604501607716,3.0,1,0,1,0,0,0,0,11190562.0
,54.05,,,2.0,9.0,17.0,0.5294117647058824,,1.0,0,0,1,1,1,1,0,6147379.5
1974.0,62.7,7.9,37.8,3.0,7.0,9.0,0.7777777777777778,0.12599681020733652,3.0,1,1,1,0,1,1,0,10016548.0
1974.0,33.4,8.0,16.9,1.0,4.0,12.0,0.3333333333333333,0.23952095808383234,3.0,1,0,1,0,1,0,1,5548649.5
2017.0,72.0,10.0,72.0,2.0,3.0,17.0,0.17647058823529413,0.1388888888888889,1.0,0,1,1,1,0,0,0,10052127.0
1978.0,32.9,6.6,17.9,1.0,2.0,12.0,0.16666666666666666,0.2006079027355623,3.0,1,1,1,1,1,0,0,5714239.0
1973.0,45.6,5.9,28.7,2.0,5.0,9.0,0.5555555555555556,0.12938596491228072,2.0,0,1,1,0,0,0,1,6354203.0
2005.0,68.5,11.1,37.1,2.0,17.0,23.0,0.7391304347826086,0.16204379562043794,4.0,1,0,1,0,1,0,0,12963711.0
,50.81,,,1.0,1.0,17.0,0.058823529411764705,,1.0,0,0,0,0,0,0,1,5274711.5
1968.0,33.8,9.9,18.0,1.0,3.0,12.0,0.25,0.2928994082840237,2.0,1,1,1,0,1,0,0,5571344.0
1963.0,45.5,5.2,30.4,2.0,2.0,5.0,0.4,0.1142857142857143,2.0,1,1,1,0,0,0,0,5804574.0
2017.0,43.8,13.91,15.04,1.0,7.0,15.0,0.4666666666666667,0.3175799086757991,1.0,0,0,0,0,0,0,1,4851675.0
2009.0,106.7,14.6,62.2,3.0,14.0,23.0,0.6086956521739131,0.1368322399250234,1.0,1,1,1,1,1,0,0,22908828.0
1967.0,45.8,5.5,28.7,2.0,9.0,9.0,1.0,0.12008733624454149,2.0,1,1,1,0,1,0,0,6515443.5
,40.0,,40.0,1.0,10.0,17.0,0.5882352941176471,,,1,1,1,0,1,0,0,4630162.5
1999.0,52.4,10.0,30.4,2.0,4.0,14.0,0.2857142857142857,0.19083969465648856,2.0,0,1,1,0,0,0,0,7454905.0
1960.0,30.1,5.8,17.6,1.0,4.0,5.0,0.8,0.1926910299003322,3.0,1,1,1,1,1,0,0,5152366.0
1991.0,35.6,8.3,18.5,1.0,18.0,21.0,0.8571428571428571,0.23314606741573035,2.0,1,1,1,0,0,0,1,6104725.5
,62.1,,,2.0,3.0,17.0,0.17647058823529413,,,0,0,0,0,0,0,1,7042254.5
,34.8,,,1.0,6.0,15.0,0.4,,1.0,0,1,1,0,0,0,1,4484062.5
2015.0,52.33,,46.15,1.0,4.0,9.0,0.4444444444444444,,1.0,0,0,0,0,0,0,1,4088922.5
,35.81,,,1.0,9.0,17.0,0.5294117647058824,,1.0,0,0,0,0,0,0,0,4630211.5
1959.0,31.3,5.7,18.9,1.0,3.0,5.0,0.6,0.18210862619808307,3.0,1,1,1,1,0,0,0,6023364.0
,48.6,10.0,48.6,1.0,5.0,22.0,0.22727272727272727,0.205761316872428,1.0,1,0,1,1,0,1,0,7970914.0
2015.0,48.43,,,2.0,11.0,,,,1.0,1,1,1,1,1,0,0,12398239.0
2001.0,68.0,11.8,34.4,2.0,5.0,17.0,0.29411764705882354,0.1735294117647059,3.0,1,1,1,1,0,0,0,12220605.0
,63.4,,,2.0,2.0,17.0,0.11764705882352941,,,0,0,1,0,0,0,0,7134398.0
1974.0,44.2,5.9,25.7,2.0,2.0,9.0,0.2222222222222222,0.1334841628959276,3.0,1,1,1,0,1,1,1,6431680.0
1998.0,50.3,8.3,30.3,2.0,6.0,17.0,0.35294117647058826,0.1650099403578529,3.0,1,0,1,1,1,1,0,8918984.0
1992.0,53.8,9.3,32.3,2.0,9.0,17.0,0.5294117647058824,0.17286245353159854,3.0,0,1,1,1,0,0,1,10848664.0
1939.0,52.8,8.2,31.0,2.0,3.0,7.0,0.42857142857142855,0.1553030303030303,2.0,1,1,1,1,1,0,0,11120156.0
,83.91,,,3.0,8.0,,,,,0,1,1,0,0,0,1,9150175.0
2001.0,53.3,9.1,32.0,2.0,15.0,16.0,0.9375,0.17073170731707318,2.0,1,1,1,1,1,0,1,8634788.0
,46.19,,,2.0,7.0,,,,1.0,0,1,1,0,0,0,1,5964083.0
,64.47,,,3.0,5.0,7.0,0.7142857142857143,,,1,0,0,0,0,0,1,5554865.5
1960.0,56.3,7.6,34.3,2.0,3.0,5.0,0.6,0.1349911190053286,3.0,0,0,1,0,1,0,1,8146269.5
2016.0,34.2,,34.2,1.0,22.0,22.0,1.0,,1.0,0,1,1,1,0,0,0,7806298.5
2016.0,64.0,,64.0,2.0,5.0,17.0,0.29411764705882354,,1.0,1,1,1,0,1,0,0,7056473.0
,63.7,10.7,31.3,2.0,2.0,3.0,0.6666666666666666,0.16797488226059654,1.0,0,1,0,0,0,0,1,3703105.75
2017.0,39.59,9.0,20.0,1.0,8.0,24.0,0.3333333333333333,0.22733013387218992,1.0,0,0,1,0,0,0,1,6483317.5
2016.0,54.05,10.0,54.05,2.0,13.0,13.0,1.0,0.18501387604070307,1.0,0,0,0,0,0,0,1,5707464.0
,30.31,,,1.0,11.0,17.0,0.6470588235294118,,1.0,0,1,1,0,0,0,1,4143470.75
1989.0,75.8,9.8,43.5,3.0,3.0,22.0,0.13636363636363635,0.12928759894459105,,1,1,1,1,0,0,1,14512023.0
1976.0,53.7,8.5,30.6,2.0,16.0,16.0,1.0,0.15828677839851024,2.0,1,1,1,1,0,1,0,11173222.0
2016.0,60.06,10.0,37.0,2.0,23.0,25.0,0.92,0.1665001665001665,1.0,0,0,1,0,0,0,1,11352379.0
,34.8,,,1.0,5.0,,,,,0,1,1,0,0,0,1,4532344.0
2015.0,39.75,,,1.0,15.0,,,,1.0,1,1,1,1,1,0,1,7441579.5
,32.24,,,1.0,14.0,,,,,0,1,1,0,0,0,1,4228801.5
2015.0,54.08,,,2.0,1.0,3.0,0.3333333333333333,,,0,0,1,1,1,1,0,4156071.5
2002.0,41.0,8.4,20.7,1.0,6.0,14.0,0.42857142857142855,0.20487804878048782,2.0,1,1,1,0,1,1,0,6562813.5
,90.9,,,3.0,2.0,2.0,1.0,,1.0,0,0,1,1,1,1,0,6205303.5
,62.1,,,2.0,11.0,17.0,0.6470588235294118,,,0,0,0,0,0,0,1,7380859.5
,27.86,,27.86,1.0,15.0,15.0,1.0,,1.0,0,1,1,0,0,0,1,3573660.0
2016.0,54.05,8.0,35.0,2.0,15.0,17.0,0.8823529411764706,0.14801110083256244,1.0,0,0,0,0,0,0,1,5578941.5
,28.05,,28.05,1.0,9.0,9.0,1.0,,1.0,0,1,1,0,0,0,1,3569133.5
1963.0,37.4,7.2,23.0,2.0,9.0,9.0,1.0,0.19251336898395724,2.0,1,0,1,1,1,0,0,6496501.0
1966.0,31.7,6.8,17.4,1.0,8.0,9.0,0.8888888888888888,0.21451104100946372,3.0,1,0,1,1,0,0,0,5690691.0
,84.5,,,3.0,5.0,22.0,0.22727272727272727,,1.0,0,0,1,0,0,0,0,9794803.0
1972.0,47.9,6.8,30.5,2.0,11.0,12.0,0.9166666666666666,0.1419624217118998,3.0,1,1,1,0,1,1,1,6264783.0
1999.0,54.2,9.2,32.0,2.0,9.0,16.0,0.5625,0.16974169741697415,3.0,0,1,1,1,1,0,1,9901079.0
1996.0,38.7,8.4,19.1,1.0,7.0,12.0,0.5833333333333334,0.21705426356589147,2.0,1,0,1,1,1,0,0,6063599.0
1982.0,74.6,10.3,45.7,3.0,1.0,16.0,0.0625,0.1380697050938338,3.0,1,1,1,1,1,0,0,12457215.0
1966.0,45.3,5.6,28.5,2.0,3.0,5.0,0.6,0.12362030905077263,2.0,1,1,1,1,1,0,0,6173953.5
2015.0,77.67,,,3.0,2.0,,,,1.0,1,1,1,1,1,0,1,13580930.0
1982.0,53.6,8.5,30.1,2.0,6.0,12.0,0.5,0.1585820895522388,2.0,1,0,1,1,1,0,0,9961790.0
2016.0,57.9,8.0,35.0,2.0,8.0,17.0,0.47058823529411764,0.1381692573402418,1.0,0,0,0,0,0,0,1,5748214.0
1992.0,76.1,10.2,45.4,3.0,10.0,17.0,0.5882352941176471,0.1340341655716163,2.0,1,0,1,1,1,0,0,12465439.0
1971.0,47.5,6.0,30.6,2.0,8.0,9.0,0.8888888888888888,0.12631578947368421,2.0,1,0,1,0,1,0,0,6752941.0
1993.0,58.4,10.1,32.3,2.0,9.0,17.0,0.5294117647058824,0.17294520547945205,2.0,0,1,1,1,1,1,1,10179216.0
,52.3,,,2.0,11.0,17.0,0.6470588235294118,,,1,1,1,0,1,0,0,5696571.5
,46.19,,,2.0,14.0,14.0,1.0,,,0,0,0,0,0,0,0,6120383.5
,44.03,,,1.0,7.0,,,,,0,0,0,0,0,0,0,5069468.0
2003.0,38.9,8.6,20.7,1.0,8.0,12.0,0.6666666666666666,0.2210796915167095,3.0,1,1,1,1,1,0,1,6358483.0
,64.67,,64.67,2.0,10.0,,,,1.0,1,1,1,1,0,0,1,10833528.0
,39.2,,,1.0,6.0,17.0,0.35294117647058826,,1.0,0,0,1,0,0,0,0,5230245.5
1971.0,35.1,9.6,19.1,1.0,7.0,12.0,0.5833333333333334,0.2735042735042735,3.0,1,1,1,1,1,0,0,6970632.0
2012.0,57.4,10.7,30.4,2.0,13.0,22.0,0.5909090909090909,0.18641114982578397,3.0,0,0,1,1,1,0,1,5127088.0
2016.0,44.83,10.0,,2.0,2.0,10.0,0.2,0.2230649118893598,1.0,0,1,0,0,0,0,1,4960428.5
2013.0,62.8,12.9,32.7,2.0,12.0,17.0,0.7058823529411765,0.2054140127388535,2.0,0,0,1,1,0,0,0,6364173.5
1960.0,43.6,5.4,29.3,2.0,4.0,5.0,0.8,0.12385321100917432,2.0,1,0,1,1,1,0,0,6283595.5
1961.0,45.7,5.5,30.5,2.0,2.0,5.0,0.4,0.12035010940919036,2.0,1,1,1,1,1,0,0,6307100.0
2015.0,40.0,,,1.0,14.0,,,,1.0,0,0,0,0,0,0,1,5120267.0
1955.0,68.6,8.3,41.0,3.0,3.0,13.0,0.23076923076923078,0.12099125364431489,3.0,1,1,1,1,1,0,0,14992774.0
2009.0,39.8,8.7,17.8,1.0,10.0,15.0,0.6666666666666666,0.2185929648241206,3.0,1,1,1,0,1,0,0,5813271.5
,40.95,,40.95,1.0,11.0,11.0,1.0,,,0,0,0,0,0,0,0,5159618.5
2000.0,51.7,8.5,30.2,2.0,2.0,9.0,0.2222222222222222,0.16441005802707928,3.0,1,1,1,1,1,0,0,7666160.0
,37.7,,37.7,1.0,8.0,15.0,0.5333333333333333,,1.0,0,1,1,0,0,0,1,3777688.25
,77.64,,77.64,3.0,23.0,25.0,0.92,,1.0,0,0,1,0,0,0,0,7737575.5
1977.0,61.8,6.1,43.6,3.0,4.0,9.0,0.4444444444444444,0.09870550161812297,2.0,1,0,1,0,1,0,0,8376836.5
2013.0,37.4,7.0,19.0,1.0,3.0,17.0,0.17647058823529413,0.18716577540106952,3.0,0,0,1,1,1,0,0,4313951.0
,39.2,,39.2,1.0,17.0,17.0,1.0,,1.0,1,1,1,0,1,0,0,4763342.0
2017.0,53.82,10.0,53.82,2.0,1.0,3.0,0.3333333333333333,0.18580453363062058,,0,1,0,0,0,0,1,2482106.0
,52.8,11.2,29.3,2.0,5.0,12.0,0.4166666666666667,0.21212121212121213,2.0,1,0,1,0,0,0,0,7728630.0
,54.2,,,2.0,4.0,,,,1.0,0,1,1,0,0,0,1,6718574.0
,52.3,,52.3,2.0,9.0,17.0,0.5294117647058824,,,1,1,1,0,1,0,0,5911499.5
2006.0,39.5,8.7,17.6,1.0,5.0,14.0,0.35714285714285715,0.220253164556962,2.0,1,0,1,0,1,0,0,5716070.5
1983.0,53.2,8.4,30.3,2.0,8.0,12.0,0.6666666666666666,0.15789473684210525,2.0,1,0,1,1,0,0,1,8541110.0
,117.6,,,4.0,2.0,2.0,1.0,,,0,0,1,1,1,1,0,9077444.0
2017.0,80.66,,80.66,3.0,18.0,22.0,0.8181818181818182,,1.0,1,0,1,0,1,0,1,13523262.0
,79.2,,79.2,3.0,12.0,17.0,0.7058823529411765,,1.0,1,1,1,0,1,0,0,8153855.5
,46.19,,,2.0,4.0,15.0,0.26666666666666666,,1.0,0,1,1,0,0,0,1,5759040.0
2017.0,37.2,,37.2,1.0,6.0,6.0,1.0,,1.0,0,0,0,0,0,0,1,3924856.5
1997.0,59.4,10.1,32.9,2.0,10.0,22.0,0.45454545454545453,0.17003367003367004,3.0,0,0,1,0,0,0,1,9976793.0
,40.0,,40.0,1.0,7.0,17.0,0.4117647058823529,,1.0,0,0,0,0,0,0,0,4876678.0
1998.0,112.3,12.4,69.4,4.0,7.0,14.0,0.5,0.11041852181656278,3.0,0,0,1,0,0,0,0,18655962.0
,54.2,,,2.0,6.0,15.0,0.4,,1.0,0,1,1,0,0,0,1,6699750.0
1998.0,51.2,8.3,30.5,2.0,7.0,17.0,0.4117647058823529,0.162109375,2.0,0,0,1,1,1,1,0,8566349.0
1960.0,45.7,5.3,30.4,2.0,2.0,5.0,0.4,0.1159737417943107,2.0,1,1,1,1,1,0,0,6983713.5
